,tag_name,topic_name,broad_topics,tag_count
475,web_security,Cyber Security,Information Technology,14
476,information_security,Cyber Security,Information Technology,29
477,owasp,Cyber Security,Information Technology,2
478,penetration_testing,Cyber Security,Information Technology,8
479,white_hat_hacking,Cyber Security,Information Technology,10
480,application_security,Cyber Security,Information Technology,8
481,cloud_security,Cyber Security,Information Technology,17
482,computer_and_information_network_security,Cyber Security,Information Technology,2
483,ethical_hacker,Cyber Security,Information Technology,13
484,risk_management,Cyber Security,Information Technology,5
485,the_open_web_application_security_project,Cyber Security,Information Technology,2
486,network_security,Cyber Security,Information Technology,17
487,online_retailers,e-Commerce,Business,7
488,best_practices_for_high_performance_ecommerce,e-Commerce,Business,5
489,magento_enterprise,e-Commerce,Business,6
490,magento,e-Commerce,Business,9
491,ecommerce_technology,e-Commerce,Business,14
492,magento_designers,e-Commerce,Business,5
493,amazon,e-Commerce,Business,6
494,ecommerce_marketing,e-Commerce,Business,8
495,etsy_sellers,e-Commerce,Business,3
496,e-commerce_business,e-Commerce,Business,6
497,e-commerce_-_internet_marketing,e-Commerce,Business,5
498,amazon_seller,e-Commerce,Business,5
499,e-commerce,e-Commerce,Business,40
500,ebay_seller,e-Commerce,Business,3
501,internet_retail,e-Commerce,Business,5
502,magento_meetups,e-Commerce,Business,5
503,ecommerce_workshops,e-Commerce,Business,3
504,magento_developers,e-Commerce,Business,6
505,ecommerce_&_social_media,e-Commerce,Business,3
506,building_an_online_business,e-Commerce,Business,5
507,small_business,Entrepreneurship,Business,37
508,self-improvement,Entrepreneurship,Business,22
509,venture_capital,Entrepreneurship,Business,25
510,startup_incubation,Entrepreneurship,Business,14
511,technology_innovation,Entrepreneurship,Business,4
512,lean_startup,Entrepreneurship,Business,124
513,women_entrepreneurs,Entrepreneurship,Business,24
514,professional_development,Entrepreneurship,Business,28
515,business_referral_networking,Entrepreneurship,Business,12
516,business_strategy,Entrepreneurship,Business,79
517,startup_pitching,Entrepreneurship,Business,9
518,professional_networking,Entrepreneurship,Business,93
519,investing,Entrepreneurship,Business,9
520,small_business_marketing_strategy,Entrepreneurship,Business,10
521,internet_startups,Entrepreneurship,Business,112
522,technology_startups,Entrepreneurship,Business,208
523,help_for_business_startups,Entrepreneurship,Business,2
524,angel_investors,Entrepreneurship,Business,9
525,entrepreneurship,Entrepreneurship,Business,254
526,bring_angel_investors_and_startups_together,Entrepreneurship,Business,4
527,digital,Entrepreneurship,Business,2
528,leadership,Entrepreneurship,Business,9
529,communication_skills,Entrepreneurship,Business,5
530,small_business_owners,Entrepreneurship,Business,11
531,creative_freelancers,Entrepreneurship,Business,3
532,collaboration,Entrepreneurship,Business,13
533,entrepreneur_networking,Entrepreneurship,Business,42
534,social,Entrepreneurship,Business,11
535,freelancers_in_london,Entrepreneurship,Business,2
536,elixir_programming,Programming,Programming,4
537,fsharp,Programming,Programming,2
538,go_programming_language,Programming,Programming,7
539,scala_programming,Programming,Programming,9
540,scala_play_framework,Programming,Programming,4
541,akka,Programming,Programming,3
542,agile_programming_and_python,Programming,Programming,4
543,getting_started_with_python,Programming,Programming,8
544,golang,Programming,Programming,7
545,f#_programming,Programming,Programming,9
546,python_web_development,Programming,Programming,10
547,live_coding,Programming,Programming,2
548,clojurescript,Programming,Programming,4
549,common_lisp,Programming,Programming,3
550,distributed_systems,Programming,Programming,15
551,go,Programming,Programming,5
552,functional_programming_in_python,Programming,Programming,5
553,erlang_programming,Programming,Programming,11
554,jvm_languages,Programming,Programming,12
555,clean_code,Programming,Programming,8
556,j2ee,Programming,Programming,5
557,pair_programming,Programming,Programming,10
558,learning_to_code,Programming,Programming,4
559,scala_akka,Programming,Programming,4
560,software_development_technologies,Programming,Programming,7
561,riak,Programming,Programming,5
562,learn_to_code,Programming,Programming,6
563,haskell,Programming,Programming,16
564,functional_programming,Programming,Programming,66
565,perl_scripting,Programming,Programming,2
566,ocaml_programming,Programming,Programming,5
567,programmers,Programming,Programming,4
568,object_oriented_programming,Programming,Programming,12
569,play_framework,Programming,Programming,5
570,c/c++,Programming,Programming,9
571,clojure,Programming,Programming,19
572,python,Programming,Programming,61
573,programming_languages,Programming,Programming,125
574,learn_coding,Programming,Programming,6
575,scala,Programming,Programming,27
576,java_virtual_machine,Programming,Programming,6
577,coding_dojos,Programming,Programming,5
578,django,Programming,Programming,10
579,lisp_&_scheme,Programming,Programming,12
580,wordpress_training,Wordpress,Wordpress,12
581,wordpress_workshops,Wordpress,Wordpress,3
582,wordpress_user_community,Wordpress,Wordpress,7
583,wordpress_help,Wordpress,Wordpress,16
584,wordpress_for_business,Wordpress,Wordpress,16
585,wordpress_seo,Wordpress,Wordpress,10
586,wordpress_small_business_web_sites,Wordpress,Wordpress,11
587,wordpress_small_business_websites,Wordpress,Wordpress,2
588,wordpress_customization,Wordpress,Wordpress,21
589,wordpress_websites,Wordpress,Wordpress,15
590,wordpress_theme_development,Wordpress,Wordpress,4
591,learn_wordpress,Wordpress,Wordpress,4
592,wordpress_users,Wordpress,Wordpress,20
593,wordpress_developers,Wordpress,Wordpress,14
594,digital_currency,Blockchain,Information Technology,18
595,what_is_bitcoin,Blockchain,Information Technology,4
596,decentralized_systems,Blockchain,Information Technology,3
597,censorship_and_freedom_of_speech,Blockchain,Information Technology,5
598,cryptocurrency,Blockchain,Information Technology,19
599,electronic_privacy,Blockchain,Information Technology,7
600,ethereum,Blockchain,Information Technology,5
601,banking,Blockchain,Information Technology,7
602,smart_contracts,Blockchain,Information Technology,5
603,fintech,Blockchain,Information Technology,16
604,financial_technology,Blockchain,Information Technology,13
605,virtual_currency,Blockchain,Information Technology,11
606,copyright,Blockchain,Information Technology,5
607,cryptography,Blockchain,Information Technology,11
608,decentralization,Blockchain,Information Technology,3
609,personal_privacy_issues,Blockchain,Information Technology,3
610,digital_rights,Blockchain,Information Technology,9
611,internet_privacy,Blockchain,Information Technology,9
612,bitcoin,Blockchain,Information Technology,17
613,financial_innovation,Blockchain,Information Technology,10
614,blockchain,Blockchain,Information Technology,5
615,crypto-anarchy,Blockchain,Information Technology,2
616,money,Blockchain,Information Technology,6
617,finance_professionals,Blockchain,Information Technology,5
618,internet_censorship,Blockchain,Information Technology,3
619,bitcoin_miners,Blockchain,Information Technology,7
620,.net_development,"Website Development (ruby, java)",Programming,12
621,technology,"Website Development (ruby, java)",Programming,244
622,personal_development,"Website Development (ruby, java)",Programming,6
623,job_search,"Website Development (ruby, java)",Programming,5
624,java,"Website Development (ruby, java)",Programming,92
625,international_development,"Website Development (ruby, java)",Programming,3
626,user_group,"Website Development (ruby, java)",Programming,8
627,google,"Website Development (ruby, java)",Programming,13
628,internet_professionals,"Website Development (ruby, java)",Programming,159
629,c#,"Website Development (ruby, java)",Programming,38
630,web_programming,"Website Development (ruby, java)",Programming,9
631,networking_for_job_seekers,"Website Development (ruby, java)",Programming,5
632,asp.net,"Website Development (ruby, java)",Programming,19
633,software_engineering,"Website Development (ruby, java)",Programming,41
634,.net,"Website Development (ruby, java)",Programming,65
635,.net_developers,"Website Development (ruby, java)",Programming,5
636,wwc,"Website Development (ruby, java)",Programming,2
637,career,"Website Development (ruby, java)",Programming,2
638,career_network,"Website Development (ruby, java)",Programming,3
639,apis,"Website Development (ruby, java)",Programming,19
640,xaml,"Website Development (ruby, java)",Programming,2
641,women_who_code,"Website Development (ruby, java)",Programming,2
642,c_/_c_+_+,"Website Development (ruby, java)",Programming,3
643,microsoft_.net_user_group,"Website Development (ruby, java)",Programming,9
644,web_design,"Website Development (ruby, java)",Programming,266
645,study_group,"Website Development (ruby, java)",Programming,4
646,c#.net,"Website Development (ruby, java)",Programming,5
647,google_technology_user_group,"Website Development (ruby, java)",Programming,13
648,gdg,"Website Development (ruby, java)",Programming,2
649,windows_azure_platform,"Website Development (ruby, java)",Programming,18
650,contractors,"Website Development (ruby, java)",Programming,2
651,london,"Website Development (ruby, java)",Programming,14
652,ruby_on_rails,"Website Development (ruby, java)",Programming,34
653,web_application_development,"Website Development (ruby, java)",Programming,10
654,asp.net_mvc,"Website Development (ruby, java)",Programming,12
655,ruby,"Website Development (ruby, java)",Programming,38
656,cms_(content_management_systems),"Website Development (PHP, Drupal)",Programming,64
657,drupal_theming,"Website Development (PHP, Drupal)",Programming,8
658,symfony,"Website Development (PHP, Drupal)",Programming,5
659,php,"Website Development (PHP, Drupal)",Programming,88
660,beginner_web_developer,"Website Development (PHP, Drupal)",Programming,2
661,drupal_community,"Website Development (PHP, Drupal)",Programming,10
662,document_management_systems,"Website Development (PHP, Drupal)",Programming,2
663,drupal_mastering,"Website Development (PHP, Drupal)",Programming,4
664,drupal,"Website Development (PHP, Drupal)",Programming,29
665,programming_with_html_css_php_mysql,"Website Development (PHP, Drupal)",Programming,2
666,drupal_security,"Website Development (PHP, Drupal)",Programming,6
667,lamp,"Website Development (PHP, Drupal)",Programming,16
668,php_application_development,"Website Development (PHP, Drupal)",Programming,22
669,symfony2,"Website Development (PHP, Drupal)",Programming,7
670,content_management_systems,"Website Development (PHP, Drupal)",Programming,4
671,government,"Website Development (PHP, Drupal)",Programming,1
672,php5,"Website Development (PHP, Drupal)",Programming,2
673,drupal_users,"Website Development (PHP, Drupal)",Programming,9
674,.net_content_management_systems,"Website Development (PHP, Drupal)",Programming,3
675,php_cms,"Website Development (PHP, Drupal)",Programming,3
676,jobs,"Website Development (PHP, Drupal)",Programming,3
677,drupal_7,"Website Development (PHP, Drupal)",Programming,5
678,joomla,"Website Development (PHP, Drupal)",Programming,3
679,google_seo,"Website Development (PHP, Drupal)",Programming,3
680,drupal_designers,"Website Development (PHP, Drupal)",Programming,3
681,drupal_websites,"Website Development (PHP, Drupal)",Programming,4
682,website_development,"Website Development (PHP, Drupal)",Programming,3
683,drupal_developers,"Website Development (PHP, Drupal)",Programming,9
684,web_performance,"Website Development (PHP, Drupal)",Programming,9
685,laravel,"Website Development (PHP, Drupal)",Programming,8
686,php_women,"Website Development (PHP, Drupal)",Programming,2
687,beginner_php_programming,"Website Development (PHP, Drupal)",Programming,2
688,drupal_modules,"Website Development (PHP, Drupal)",Programming,8
689,zend_framework,"Website Development (PHP, Drupal)",Programming,3
690,php_framework,"Website Development (PHP, Drupal)",Programming,13
691,learning_drupal,"Website Development (PHP, Drupal)",Programming,16
692,open_source_content_management,"Website Development (PHP, Drupal)",Programming,2
693,mysql,"Website Development (PHP, Drupal)",Programming,32
694,coldfusion,"Website Development (PHP, Drupal)",Programming,2
695,futurology,3D - Design,Design,8
696,creative_problem_solving,3D - Design,Design,6
697,creative_coding,3D - Design,Design,4
698,cg_artists,3D - Design,Design,8
699,urban_design,3D - Design,Design,5
700,music_production,3D - Design,Design,3
701,creativity,3D - Design,Design,19
702,artists,3D - Design,Design,4
703,autocad,3D - Design,Design,2
704,motion_graphics,3D - Design,Design,6
705,creative_circle,3D - Design,Design,4
706,live_music,3D - Design,Design,10
707,3d_artists,3D - Design,Design,16
708,creative_thinking,3D - Design,Design,3
709,sustainability,3D - Design,Design,7
710,animation,3D - Design,Design,9
711,3d_animation,3D - Design,Design,15
712,mobile_payment,3D - Design,Design,3
713,new_media_and_interactive_design,3D - Design,Design,6
714,furniture_design,3D - Design,Design,3
715,3d_scanning,3D - Design,Design,7
716,crafts,3D - Design,Design,5
717,storytelling,3D - Design,Design,10
718,rapid_prototyping,3D - Design,Design,6
719,fab_lab,3D - Design,Design,3
720,print_design,3D - Design,Design,3
721,game_night,3D - Design,Design,2
722,computer_aided_design,3D - Design,Design,2
723,3d_modeling,3D - Design,Design,21
724,cad/cam,3D - Design,Design,6
725,brand_design,3D - Design,Design,4
726,vfx,3D - Design,Design,2
727,fashion_design,3D - Design,Design,3
728,solidworks,3D - Design,Design,2
729,fun_times,3D - Design,Design,2
730,visual_effects_cg_animation,3D - Design,Design,7
731,quantified_self,3D - Design,Design,9
732,blender_3d,3D - Design,Design,3
733,visual_effects,3D - Design,Design,4
734,knitting,3D - Design,Design,2
735,design_futures,3D - Design,Design,5
736,performing_arts,3D - Design,Design,2
737,theater,3D - Design,Design,2
738,prototyping,3D - Design,Design,6
739,3d,3D - Design,Design,6
740,3d_projects,3D - Design,Design,3
741,collaboration_between_creative_minds,3D - Design,Design,14
742,3d_printing,3D - Design,Design,43
743,industrial_design,3D - Design,Design,6
744,photography,3D - Design,Design,5
745,music,3D - Design,Design,8
746,healthcare_it,Healthcare - AI,Information Technology,8
747,pharmaceutical_industry,Healthcare - AI,Information Technology,2
748,simulations,Healthcare - AI,Information Technology,2
749,medical_device_technology,Healthcare - AI,Information Technology,4
750,deep_learning,Healthcare - AI,Information Technology,15
751,healthcare_professionals,Healthcare - AI,Information Technology,6
752,healthcare_startups,Healthcare - AI,Information Technology,3
753,computational_biology,Healthcare - AI,Information Technology,4
754,medical_devices,Healthcare - AI,Information Technology,2
755,genetics,Healthcare - AI,Information Technology,3
756,opencv,Healthcare - AI,Information Technology,3
757,drone,Healthcare - AI,Information Technology,4
758,social_media_for_social_change,Healthcare - AI,Information Technology,3
759,mhealth,Healthcare - AI,Information Technology,4
760,internet_business,Healthcare - AI,Information Technology,2
761,uav,Healthcare - AI,Information Technology,6
762,technological_singularity,Healthcare - AI,Information Technology,8
763,mobile_health,Healthcare - AI,Information Technology,6
764,drones,Healthcare - AI,Information Technology,5
765,biotechnology,Healthcare - AI,Information Technology,12
766,qsmap,Healthcare - AI,Information Technology,2
767,public_health,Healthcare - AI,Information Technology,2
768,healthcare_solutions,Healthcare - AI,Information Technology,3
769,healthcare_innovation,Healthcare - AI,Information Technology,13
770,aerial_photography,Healthcare - AI,Information Technology,4
771,medical_technology,Healthcare - AI,Information Technology,2
772,machine_vision,Healthcare - AI,Information Technology,2
773,physician_entrepreneurship,Healthcare - AI,Information Technology,2
774,civic_hacking,Healthcare - AI,Information Technology,5
775,image_processing,Healthcare - AI,Information Technology,5
776,health_2.0,Healthcare - AI,Information Technology,4
777,machine_intelligence,Healthcare - AI,Information Technology,13
778,computer_vision,Healthcare - AI,Information Technology,6
779,artificial_general_intelligence,Healthcare - AI,Information Technology,3
780,health_information_technology,Healthcare - AI,Information Technology,3
781,biotech_&_medical,Healthcare - AI,Information Technology,6
782,kanban,Project Management,Business,59
783,scrum_master,Project Management,Business,15
784,outsourcing_your_it,Project Management,Business,2
785,pmp,Project Management,Business,3
786,agile_transformation,Project Management,Business,44
787,agile_business_analysts,Project Management,Business,5
788,scrum_in_real_world,Project Management,Business,5
789,agile_leadership,Project Management,Business,42
790,agile_coaching,Project Management,Business,58
791,kanban_software_development,Project Management,Business,4
792,enterprise_business_architecture,Project Management,Business,2
793,agile_mindset,Project Management,Business,4
794,lean_six_sigma,Project Management,Business,4
795,explore:_agile_scrum_xp_lean_kanban,Project Management,Business,12
796,large_scale_scrum,Project Management,Business,3
797,lean,Project Management,Business,14
798,agile_portfolio_management,Project Management,Business,4
799,scrumban,Project Management,Business,2
800,personal_kanban,Project Management,Business,3
801,product_management_in_agile,Project Management,Business,21
802,agile_and_scrum,Project Management,Business,4
803,lean_project_management,Project Management,Business,34
804,scaling_agile,Project Management,Business,9
805,scrum_alliance,Project Management,Business,3
806,application_lifecycle_management,Project Management,Business,2
807,it_kanban,Project Management,Business,2
808,project_management_professional,Project Management,Business,4
809,scaled_agile_framework_(safe),Project Management,Business,4
810,scrum_practices,Project Management,Business,11
811,recruiting_and_hiring,Project Management,Business,3
812,executive_coaching,Project Management,Business,3
813,git,Project Management,Business,4
814,product_lifecycle_management,Project Management,Business,2
815,facilitation,Project Management,Business,3
816,project_management_practices,Project Management,Business,5
817,scrum_coaching,Project Management,Business,5
818,project_management_tools,Project Management,Business,9
819,scrum_development,Project Management,Business,4
820,mobile_product_management,Project Management,Business,5
821,agile_ux,Project Management,Business,8
822,change_leadership,Project Management,Business,2
823,business_process_management,Project Management,Business,5
824,project_management,Project Management,Business,13
825,project_management_methods,Project Management,Business,5
826,ios_development,Mobile development,Programming,120
827,windows_phone,Mobile development,Programming,4
828,xcode_users,Mobile development,Programming,3
829,mobile_development,Mobile development,Programming,263
830,developing_mobile_apps,Mobile development,Programming,8
831,android_game_development,Mobile development,Programming,6
832,google_chrome,Mobile development,Programming,3
833,swift,Mobile development,Programming,5
834,beginner_ios_developers,Mobile development,Programming,4
835,mobile_app_development,Mobile development,Programming,12
836,android_app_marketing,Mobile development,Programming,4
837,xamarin,Mobile development,Programming,4
838,google_maps,Mobile development,Programming,2
839,google_tv,Mobile development,Programming,2
840,android_development,Mobile development,Programming,105
841,ios_game_development,Mobile development,Programming,5
842,windows_8,Mobile development,Programming,2
843,windows_8_metro_app_development,Mobile development,Programming,2
844,iphone,Mobile development,Programming,14
845,gis,Mobile development,Programming,2
846,basics_of_iphone_app_development,Mobile development,Programming,3
847,iphone_ipad_ios_developers,Mobile development,Programming,6
848,non_profit_organizations,Mobile development,Programming,2
849,objective_c,Mobile development,Programming,16
850,swift_language,Mobile development,Programming,8
851,cocoa_programming_language,Mobile development,Programming,3
852,cross_platform_development,Mobile development,Programming,8
853,iphone_app_marketing,Mobile development,Programming,3
854,android_enthusiasts,Mobile development,Programming,8
855,educational_apps,Mobile development,Programming,2
856,windows_phone_8_development,Mobile development,Programming,2
857,apple_mobile_device_application_development,Mobile development,Programming,3
858,os_x_development,Mobile development,Programming,3
859,mobile_app,Mobile development,Programming,3
860,mobile_web,Mobile development,Programming,12
861,windows_phone_developers,Mobile development,Programming,3
862,apple,Mobile development,Programming,6
863,ios,Mobile development,Programming,32
864,ipad,Mobile development,Programming,6
865,google_apps,Mobile development,Programming,6
866,mobile_social,Mobile development,Programming,3
867,android,Mobile development,Programming,29
868,mobile_marketing,Mobile development,Programming,11
869,gtug,Mobile development,Programming,2
870,cross_platform_mobile_game_development,Mobile development,Programming,5
871,google_web_toolkit_(gwt),Mobile development,Programming,2
872,apps,Mobile development,Programming,11
873,windows_8_development,Mobile development,Programming,2
874,ios_platform,Mobile development,Programming,4
875,mobile_design,Mobile development,Programming,5
876,cocoa_touch,Mobile development,Programming,4
877,gamification,Data Science,Information Technology,5
878,quantitative_finance,Data Science,Information Technology,3
879,geospatial_technologies,Data Science,Information Technology,2
880,kdb+,Data Science,Information Technology,2
881,qlikview,Data Science,Information Technology,3
882,data_warehouse,Data Science,Information Technology,2
883,civic_engagement_&_technology,Data Science,Information Technology,7
884,life_sciences,Data Science,Information Technology,5
885,trading,Data Science,Information Technology,3
886,open_data,Data Science,Information Technology,35
887,spark,Data Science,Information Technology,7
888,artificial_intelligence_programming,Data Science,Information Technology,8
889,business_intelligence_best_practices,Data Science,Information Technology,12
890,business_intelligence_strategy,Data Science,Information Technology,9
891,applied_statistics,Data Science,Information Technology,16
892,artificial_intelligence_machine_learning_robotics,Data Science,Information Technology,8
893,machine_learning,Data Science,Information Technology,116
894,predictive_modeling,Data Science,Information Technology,3
895,genomics,Data Science,Information Technology,4
896,d3,Data Science,Information Technology,1
897,data,Data Science,Information Technology,10
898,algorithmic_trading,Data Science,Information Technology,4
899,newsql,Data Science,Information Technology,2
900,big_data_analytics,Data Science,Information Technology,100
901,web_analytics,Data Science,Information Technology,11
902,r_users_group,Data Science,Information Technology,12
903,data_science,Data Science,Information Technology,139
904,bioinformatics,Data Science,Information Technology,9
905,data_governance,Data Science,Information Technology,3
906,digital_health,Data Science,Information Technology,6
907,data_visualization,Data Science,Information Technology,120
908,data_warehouses,Data Science,Information Technology,6
909,social_crm,Data Science,Information Technology,3
910,business_intelligence_tools_and_technology,Data Science,Information Technology,6
911,data_integration,Data Science,Information Technology,3
912,programming_in_r,Data Science,Information Technology,3
913,pentaho,Data Science,Information Technology,2
914,r_project_for_statistical_computing,Data Science,Information Technology,18
915,talend,Data Science,Information Technology,2
916,data_mining,Data Science,Information Technology,105
917,bigdata,Data Science,Information Technology,6
918,artificial_intelligence,Data Science,Information Technology,53
919,mathematics,Data Science,Information Technology,7
920,julia,Data Science,Information Technology,2
921,google_analytics,Data Science,Information Technology,9
922,quants,Data Science,Information Technology,3
923,predictive_analytics,Data Science,Information Technology,101
924,algorithms,Data Science,Information Technology,7
925,statistical_computing,Data Science,Information Technology,14
926,belief_networks,Data Science,Information Technology,3
927,data_analysis,Data Science,Information Technology,4
928,apache_hadoop,Data Science,Information Technology,5
929,text_analytics,Data Science,Information Technology,13
930,analytics,Data Science,Information Technology,13
931,kx,Data Science,Information Technology,4
932,information_visualization,Data Science,Information Technology,1
933,spatial_data,Data Science,Information Technology,5
934,statistics_and_data_analysis,Data Science,Information Technology,8
935,applied_math,Data Science,Information Technology,2
936,visualization,Data Science,Information Technology,1
937,open_government,Data Science,Information Technology,7
938,business_analytics,Data Science,Information Technology,38
939,reporting,Data Science,Information Technology,2
940,neural_networks,Data Science,Information Technology,17
941,business_intelligence,Data Science,Information Technology,72
942,linked_data,Data Science,Information Technology,8
943,data_analytics,Data Science,Information Technology,163
944,semantic_technologies,Data Science,Information Technology,3
945,distributed_computing,Data Science,Information Technology,2
946,computational_science_and_engineering,Data Science,Information Technology,4
947,text_mining,Data Science,Information Technology,2
948,couchbase,Data Science,Information Technology,3
949,quantitative_analysis,Data Science,Information Technology,4
950,natural_language_processing,Data Science,Information Technology,18
951,finance,Data Science,Information Technology,8
952,math,Data Science,Information Technology,3
953,leveraging_big_data,Data Science,Information Technology,12
954,big_data_for_social_media,Data Science,Information Technology,2
955,data_journalism,Data Science,Information Technology,3
956,data_quality,Data Science,Information Technology,4
957,infographics,Data Science,Information Technology,2
958,business_intelligence_in_cloud,Data Science,Information Technology,3
959,data_management,Data Science,Information Technology,43
960,business_intelligence_data_warehousing,Data Science,Information Technology,6
961,tableau,Data Science,Information Technology,2
962,social_media_analytics,Data Science,Information Technology,4
963,artificial_intelligence_applications,Data Science,Information Technology,15
964,data_analysis_and_modeling,Data Science,Information Technology,12
965,bayesian_networks,Data Science,Information Technology,3
