,tag_name,topic_name
782,jesus_christ,Mixed_9
783,opengl,Video Games - AR/VR
784,digital_marketing,Digital Marketing
785,algorithms,Data Science
786,small_business_marketing_strategy,Entrepreneurship
787,green_technology,Mixed_9
788,diy_(do_it_yourself),Coding - Wearables - IoT - Hardware
789,indie_games,Video Games - AR/VR
790,behaviour_driven_testing,Mixed_26
791,networking_for_marketing_professionals,Digital Marketing
792,socially_responsible_business,Mixed_9
793,statistical_computing,Data Science
794,product_management_in_agile,Project Management
795,software_product_management,Design (UI/UX)
796,digital_storytelling,Digital Marketing
797,silverlight,"Website Development (ruby, java)"
798,decentralization,Blockchain
799,data_center_and_operations_automation,IT_operations
800,belief_networks,Data Science
801,test_automation_frameworks,Mixed_26
802,branded_content,Digital Marketing
803,data_analysis,Data Science
804,transmedia_production,Video Games - AR/VR
805,travel_blogging,Digital Marketing
806,agile_and_scrum,Project Management
807,lean_project_management,Project Management
808,apache_hadoop,Data Science
809,fab_lab,3D - Design
810,repair,Coding - Wearables - IoT - Hardware
811,text_analytics,Data Science
812,jasmine,Mixed_26
813,ux_/_ui_design,Design (UI/UX)
814,net_neutrality,Blockchain
815,invention,Mixed_15
816,angular,Front-end development
817,j2ee,Programming
818,rendering,3D - Design
819,pair_programming,Programming
820,usability,Design (UI/UX)
821,corona_sdk,Mobile development
822,print_design,3D - Design
823,scaling_agile,Project Management
824,amazon_web_services,IT_operations
825,enterprise_content_management_ecm,"Website Development (PHP, Drupal)"
826,servers,IT_operations
827,scrum_alliance,Project Management
828,digital_access,Digital Marketing
829,umbraco,"Website Development (PHP, Drupal)"
830,hardware,Coding - Wearables - IoT - Hardware
831,personal_privacy_issues,Blockchain
832,twitter,Digital Marketing
833,bluemix,Databases
834,geography,Mixed_9
835,visual_studio_2012,Mixed_26
836,mobile_testing,Mixed_26
837,internet_startups,Entrepreneurship
838,selenium_software,Mixed_26
839,webtrends,Data Science
840,avinash_kaushik,Data Science
841,wordpress_developers,Wordpress
842,analytics,Data Science
843,adobe_photoshop,Digital Marketing
844,apis,"Website Development (ruby, java)"
845,kx,Data Science
846,application_lifecycle_management,Project Management
847,seo_(search_engine_optimization),Digital Marketing
848,hacking_together_art_design_and_code,Mixed_15
849,app_designers,Mixed_9
850,google_polymer,Mobile development
851,history,Mixed_9
852,software_development,"Website Development (ruby, java)"
853,master_data_management,Data Science
854,"technology_(security,_audits)",Cyber Security
855,information_visualization,Data Science
856,learning_to_code,Programming
857,seo_&_internet_marketing,Digital Marketing
858,ubuntu,IT_operations
859,php5,"Website Development (PHP, Drupal)"
860,xquery,Databases
861,hardware_startups,Mixed_15
862,web_&_new_technology,Databases
863,web_technology,"Website Development (ruby, java)"
864,non_profit_organizations,Mobile development
865,opscode,Mixed_9
866,a/b_testing,Data Science
867,objective_c,Mobile development
868,it_kanban,Project Management
869,etsy_sellers,e-Commerce
870,legal_professionals,Mixed_22
871,web_television,Mixed_1
872,iphone_application_development,Mobile development
873,xaml,"Website Development (ruby, java)"
874,multiplatform,3D - Design
875,design_patterns,Mixed_20
876,adobe_air,Mobile development
877,project_management_professional,Project Management
878,academics,Mixed_9
879,tech_talks,Mixed_9
880,e-learning,Mixed_9
881,networking_for_graphic_designers_&_marketing_pros,Digital Marketing
882,modeling,Coding - Wearables - IoT - Hardware
883,user_centered_design,Design (UI/UX)
884,spatial_data,Data Science
885,smartwatches,Mixed_15
886,technology_startups,Entrepreneurship
887,internet_business,Healthcare - AI
888,crypto-capitalism,Blockchain
889,marketing_automation,Mixed_1
890,the_quantified_self,Mixed_15
891,women_who_code,"Website Development (ruby, java)"
892,drupal_users,"Website Development (PHP, Drupal)"
893,scaled_agile_framework_(safe),Project Management
894,ember_js,Front-end development
895,web_mapping,Data Science
896,owasp,Cyber Security
897,content_management,Digital Marketing
898,statistics_and_data_analysis,Data Science
899,unmanned_vehicles,Healthcare - AI
900,help_for_business_startups,Entrepreneurship
901,conscious_business,Design (UI/UX)
902,uav,Healthcare - AI
903,professional_women,Mixed_22
904,server_side_javascript,Front-end development
905,distributed_programming_in_java,Programming
906,computer_programming_c/c++,Programming
907,space_science,Mixed_15
908,cto,Mixed_22
909,technological_singularity,Healthcare - AI
910,co-founder,Mixed_22
911,software_testing,Mixed_26
912,women_in_technology,Coding - Wearables - IoT - Hardware
913,applied_math,Data Science
914,responsive_web_design,Design (UI/UX)
915,cosplay,Mixed_9
916,print_and_web_design,Digital Marketing
917,"s_new_with_big_data?"",_",Data Science
918,opencl,Video Games - AR/VR
919,interactive,Video Games - AR/VR
920,electronic_music_recording_and_production,Mixed_15
921,clean_technology,Mixed_15
922,swift_language,Mobile development
923,sql_integration_services,Databases
924,",_",Mixed_9
925,angel_investors,Entrepreneurship
926,visualforce_development,IT_operations
927,taxonomy,Digital Marketing
928,.net_content_management_systems,"Website Development (PHP, Drupal)"
929,arduino,Coding - Wearables - IoT - Hardware
930,new_career,Mixed_20
931,microcontroler_and_electronics_designers,Mixed_15
932,cocoa_programming_language,Mobile development
933,game_night,3D - Design
934,sql_server_analysis_services,Databases
935,social_augmented_reality,Video Games - AR/VR
936,robotics,Coding - Wearables - IoT - Hardware
937,scala_akka,Programming
938,c_/_c_+_+,"Website Development (ruby, java)"
939,free_software_foundation,IT_operations
940,freelancer_networking,Design (UI/UX)
941,lift,Programming
942,social_media_for_business,Digital Marketing
943,apache_storm,Databases
944,scrum_practices,Project Management
945,future_of_journalism,Digital Marketing
946,statistical_modeling,Data Science
947,scripting,IT_operations
948,visualization,Data Science
949,mobile_health,Healthcare - AI
950,cross_platform_development,Mobile development
951,financial_engineering,Mixed_26
952,enterprise_application_integration,Cloud - Mixed_21
953,small_business_networking,Entrepreneurship
954,selenium,Mixed_26
955,digital_rights,Blockchain
956,podcasting_conversation,Mixed_1
957,robots,Coding - Wearables - IoT - Hardware
958,computer_aided_design,3D - Design
959,customer_support,Design (UI/UX)
960,3d_modeling,3D - Design
961,m2m_devices,Coding - Wearables - IoT - Hardware
962,travel,Mixed_1
963,getchef,Mixed_9
964,cad/cam,3D - Design
965,open_government,Data Science
966,recruiting_and_hiring,Project Management
967,embedded_systems,Coding - Wearables - IoT - Hardware
968,iphone_app_marketing,Mobile development
969,search_engines,Databases
970,service_oriented_architectures,Cloud - Mixed_21
971,"s_empowerment"",_",Mixed_9
972,php_cms,"Website Development (PHP, Drupal)"
973,groovy,Programming
974,female_entrepreneurs,Mixed_1
975,html_5/css3,Front-end development
976,entrepreneurship,Entrepreneurship
977,organization_development,Mixed_22
978,drones,Healthcare - AI
979,online_selling,e-Commerce
980,mac,Mobile development
981,handmade_crafts,Mixed_9
982,christian_business_owners,Mixed_9
983,silicon_roundabout,Mixed_26
984,connected_objects,Coding - Wearables - IoT - Hardware
985,photogrametry_&_remote_sensing,Mixed_15
986,brand_design,3D - Design
987,penetration_testing,Cyber Security
988,website_design,Design (UI/UX)
989,e-commerce_business,e-Commerce
990,digital_public_relations,Mixed_1
991,biotechnology,Healthcare - AI
992,advertising_agency_community,Digital Marketing
993,jboss_user_group_(jbug),Cloud - Mixed_21
994,the_future_of_video_games,Video Games - AR/VR
995,innovations_in_software_testing,Mixed_26
996,executive_coaching,Project Management
997,test_automation,Mixed_26
998,software_development_technologies,Programming
999,iaas_(infrastructure_as_a_service),IT_operations
1000,new_product_development:_software_&_tech,Design (UI/UX)
1001,business_analytics,Data Science
1002,docker,IT_operations
1003,technical_writing,Mixed_26
1004,fault-tolerance,Cloud - Mixed_21
1005,powershell,IT_operations
1006,qa_tools_and_practices,Mixed_26
1007,android_enthusiasts,Mobile development
1008,women_in_tech,Coding - Wearables - IoT - Hardware
1009,reporting,Data Science
1010,vfx,3D - Design
1011,internet_privacy,Blockchain
1012,best_practices_in_it/web_solutions_design_and_dev,Mixed_9
1013,hacking,Coding - Wearables - IoT - Hardware
1014,riak,Programming
1015,unity,Video Games - AR/VR
1016,hipchat,Mixed_26
1017,fashion_design,3D - Design
1018,git,Project Management
1019,business_analysts,Cloud - Mixed_21
1020,blackberry_java_development,Mixed_9
1021,phonegap,Front-end development
1022,uk_software_developers,IT_operations
1023,product_lifecycle_management,Project Management
1024,e-commerce_-_internet_marketing,e-Commerce
1025,php_html5_nginx_mongodb_linux,"Website Development (PHP, Drupal)"
1026,solidworks,3D - Design
1027,apache_spark,Databases
1028,bitcoin,Blockchain
1029,probabilistic_graphical_models,Data Science
1030,qsmap,Healthcare - AI
1031,configuration_management,IT_operations
1032,ux_technology,Design (UI/UX)
1033,"search,_information_retrieval",Databases
1034,federated_identity,Mixed_9
1035,microsoft_.net_user_group,"Website Development (ruby, java)"
1036,private_cloud,IT_operations
1037,it_professionals,Mixed_9
1038,search_engine_marketing,Digital Marketing
1039,adventure,Mixed_9
1040,high-tech_professional,Mixed_9
1041,elasticsearch,Databases
1042,educational_apps,Mobile development
1043,internet_of_everything,Mixed_15
1044,amazon_fba,e-Commerce
1045,mac_development,Mobile development
1046,facilitation,Project Management
1047,poker,Mixed_9
1048,jobs,"Website Development (PHP, Drupal)"
1049,drupal_7,"Website Development (PHP, Drupal)"
1050,accessibility,Design (UI/UX)
1051,youth,Mixed_9
1052,mariadb,Cloud - Mixed_21
1053,bring_angel_investors_and_startups_together,Entrepreneurship
1054,windows_mobile,Mobile development
1055,wordpress_plugins,Digital Marketing
1056,interactive_marketing,3D - Design
1057,project_management_practices,Project Management
1058,digital_content_strategy,Digital Marketing
1059,to_promote_r_for_big_data_analytics,Data Science
1060,digital_art,Coding - Wearables - IoT - Hardware
1061,postgresql_and_open_source_projects,Databases
1062,amazon_seller,e-Commerce
1063,automated_testing,Mixed_26
1064,web_api_design,Cloud - Mixed_21
1065,community_organizations,Coding - Wearables - IoT - Hardware
1066,java_concurrency,Programming
1067,data_architecture,Data Science
1068,open_network_for_docker,Mixed_9
1069,documentation,"Website Development (PHP, Drupal)"
1070,successful_startup_founders,Mixed_22
1071,innovation_&_clean_tech,Mixed_9
1072,building_private_cloud_with_openstack,IT_operations
1073,fun_times,3D - Design
1074,windows_phone_8_development,Mobile development
1075,storytelling_podcasts,Mixed_1
1076,law,Mixed_22
1077,self_exploration,Mixed_15
1078,joomla,"Website Development (PHP, Drupal)"
1079,white_hat_hacking,Cyber Security
1080,neural_networks,Data Science
1081,synthesizer,Mixed_15
1082,cucumber,Mixed_26
1083,sql_server_2012,Databases
1084,public_health,Healthcare - AI
1085,google_plus,Digital Marketing
1086,blackberry_10_development,Mixed_9
1087,cleanweb,Mixed_15
1088,healthcare_solutions,Healthcare - AI
1089,making_money_with_rental_property,Mixed_9
1090,learn_to_code,Programming
1091,paas_(platform_as_a_service),IT_operations
1092,wordpress,Digital Marketing
1093,hackathon,Coding - Wearables - IoT - Hardware
1094,video_game_entrepreneurs,Video Games - AR/VR
1095,digital,Entrepreneurship
1096,cnc_routing_and_machining,Mixed_15
1097,kinect,Coding - Wearables - IoT - Hardware
1098,digital_fabrication,Mixed_15
1099,business_intelligence,Data Science
1100,linked_data,Data Science
1101,haskell,Programming
1102,nonprofit_technology,Mixed_1
1103,blackberry_application_development,Mixed_9
1104,google_apps_script,Front-end development
1105,e-commerce,e-Commerce
1106,web_design,"Website Development (ruby, java)"
1107,iot,Coding - Wearables - IoT - Hardware
1108,grid_computing,IT_operations
1109,ebay_seller,e-Commerce
1110,google_seo,"Website Development (PHP, Drupal)"
1111,visual_effects_cg_animation,3D - Design
1112,tfs,Mixed_26
1113,digital_marketing_professionals,Digital Marketing
1114,information_technology_in_business,Mixed_9
1115,database_integration_&_migrations,Cloud - Mixed_21
1116,healthcare_innovation,Healthcare - AI
1117,jboss_solutions,Cloud - Mixed_21
1118,software_quality,Mixed_26
1119,customer_experience_management,Design (UI/UX)
1120,data_analytics,Data Science
1121,introduction_to_functional_programming_in_r,Data Science
1122,transformation,Mixed_9
1123,cissp,Databases
1124,sql_server_integration_services,Databases
1125,aerial_photography,Healthcare - AI
1126,html_and_css,Front-end development
1127,drupal_designers,"Website Development (PHP, Drupal)"
1128,solr,Databases
1129,disruptive_techies_&_thinkers_making_a_difference,Mixed_15
1130,application_security,Cyber Security
1131,semantic_technologies,Data Science
1132,multimedia_design,3D - Design
1133,selling_on_amazon,e-Commerce
1134,games_development,Mobile development
1135,digital_asset_management,Mixed_9
1136,agile_testing,Mixed_26
1137,smart_cities,Coding - Wearables - IoT - Hardware
1138,apple_mobile_device_application_development,Mobile development
1139,financial_innovation,Blockchain
1140,fba_fulfillment_by_amazon,e-Commerce
1141,agile_data_warehousing_and_business_intelligence,Databases
1142,apple_software,Digital Marketing
1143,distributed_computing,Data Science
1144,lean_ux,Design (UI/UX)
1145,functional_programming,Programming
1146,information_systems_security,Mixed_9
1147,qa_professionals,Mixed_26
1148,intellectual_discussion,Coding - Wearables - IoT - Hardware
1149,wearables,Coding - Wearables - IoT - Hardware
1150,computational_science_and_engineering,Data Science
1151,cartography,Mixed_9
1152,study_group,"Website Development (ruby, java)"
1153,girls_in_tech,Coding - Wearables - IoT - Hardware
1154,quantified_self,3D - Design
1155,public_sector,Digital Marketing
1156,scrum_coaching,Project Management
1157,real-time_internet,Mixed_9
1158,legal_networking,Mixed_9
1159,medical_technology,Healthcare - AI
1160,funding,Mixed_22
1161,people_helping_people,Design (UI/UX)
1162,open_source,"Website Development (ruby, java)"
1163,healthcare_technology,Mixed_15
1164,salesforce.com_developers,IT_operations
1165,raspberry_pi,Coding - Wearables - IoT - Hardware
1166,distributed_scala_programming,Programming
1167,web_standards,Front-end development
1168,text_mining,Data Science
1169,user_experience_practices,Design (UI/UX)
1170,digital_marketing_workshop,Digital Marketing
1171,restarters,Coding - Wearables - IoT - Hardware
1172,sharepoint_administrators,Design (UI/UX)
1173,couchbase,Data Science
1174,c++_programming,Video Games - AR/VR
1175,big_data,Data Science
1176,internet_retail,e-Commerce
1177,service_design,Design (UI/UX)
1178,blockchain,Blockchain
1179,design_thinking,Design (UI/UX)
1180,smart_people,Mixed_15
1181,os_x_development,Mobile development
1182,medical_imaging,Mixed_15
1183,community,3D - Design
1184,social_game_developers,Video Games - AR/VR
1185,opscode_chef,IT_operations
1186,business,Mixed_22
1187,webgl,Video Games - AR/VR
1188,d3.js,Front-end development
1189,project_management_tools,Project Management
1190,python/linux_devop,IT_operations
1191,architecture,Digital Marketing
1192,digital_marketer,Digital Marketing
1193,sustainable_frameworks_in_javascript,Front-end development
1194,mobile_app,Mobile development
1195,hadoop,Databases
1196,philosophy,Mixed_15
1197,coffeescript,Front-end development
1198,leadership,Entrepreneurship
1199,payments,Blockchain
1200,perl_scripting,Programming
1201,scrum_development,Project Management
1202,quantitative_analysis,Data Science
1203,high_performance_computing,Databases
1204,angularjs,Front-end development
1205,end_poverty,Mixed_9
1206,cloud_security,Cyber Security
1207,middleware,IT_operations
1208,machine_vision,Healthcare - AI
1209,c#.net,"Website Development (ruby, java)"
1210,red_hat,IT_operations
1211,mobile_web,Mobile development
1212,mobile_product_management,Project Management
1213,physician_entrepreneurship,Healthcare - AI
1214,data_protection,Mixed_9
1215,blender_3d,3D - Design
1216,sitecore,"Website Development (PHP, Drupal)"
1217,drupal_websites,"Website Development (PHP, Drupal)"
1218,website_development,"Website Development (PHP, Drupal)"
1219,mac_user_group,Mobile development
1220,food_bloggers,Digital Marketing
1221,civic_hacking,Healthcare - AI
1222,ux/ui,Design (UI/UX)
1223,education,Coding - Wearables - IoT - Hardware
1224,google_technology_user_group,"Website Development (ruby, java)"
1225,devops,IT_operations
1226,coffee,Entrepreneurship
1227,computers,Coding - Wearables - IoT - Hardware
1228,gdg,"Website Development (ruby, java)"
1229,neuroscience,Mixed_15
1230,natural_language_processing,Data Science
1231,creative_industries,Coding - Wearables - IoT - Hardware
1232,radio_control_flying,Healthcare - AI
1233,advertising,Digital Marketing
1234,visual_effects,3D - Design
1235,aws_design_implementation_and_servicing,IT_operations
1236,software_qa_and_testing,Mixed_26
1237,web_design_and_development,Front-end development
1238,blackberry_development,Mixed_9
1239,cross_mentoring_with_expert_ceo_business_owners,Mixed_22
1240,finance,Data Science
1241,enterprise_technology,Cloud - Mixed_21
1242,ocaml_programming,Programming
1243,magento_meetups,e-Commerce
1244,futurists,Healthcare - AI
1245,windows_phone_developers,Mobile development
1246,knitting,3D - Design
1247,sencha_touch,Front-end development
1248,machine-to-machine,Coding - Wearables - IoT - Hardware
1249,comedy,Mixed_1
1250,math,Data Science
1251,scalability,IT_operations
1252,semantic_web,Data Science
1253,reporters_and_journalists,Digital Marketing
1254,api_documentation,Cloud - Mixed_21
1255,digital_video,Digital Marketing
1256,apple,Mobile development
1257,human-computer_interaction,Video Games - AR/VR
1258,image_processing,Healthcare - AI
1259,containers,IT_operations
1260,communication_skills,Entrepreneurship
1261,women_programmers,Coding - Wearables - IoT - Hardware
1262,dining_out,Mixed_1
1263,database_engineers,Databases
1264,digital_marketing_analytics,Digital Marketing
1265,cassandra,Databases
1266,health_2.0,Healthcare - AI
1267,windows_azure_platform,"Website Development (ruby, java)"
1268,marketing_measurement,Cloud - Mixed_21
1269,startup_weekend,Mixed_22
1270,ios,Mobile development
1271,apex,IT_operations
1272,voip,Mixed_9
1273,contractors,"Website Development (ruby, java)"
1274,programmers,Programming
1275,computer_and_information_network_security,Cyber Security
1276,ipad,Mobile development
1277,design_futures,3D - Design
1278,yii_framework,"Website Development (PHP, Drupal)"
1279,drupal_developers,"Website Development (PHP, Drupal)"
1280,object_oriented_programming,Programming
1281,technology_professionals,Mixed_9
1282,product_prototyping,Coding - Wearables - IoT - Hardware
1283,smart_city,Mixed_9
1284,google_apps,Mobile development
1285,mobile_social,Mobile development
1286,agile_ux,Project Management
1287,management,Project Management
1288,unity_3d_developers,Video Games - AR/VR
1289,leveraging_big_data,Data Science
1290,corporate_social_responsibility,Mixed_9
1291,e-business_owners,Digital Marketing
1292,change_leadership,Project Management
1293,uk_aws_users,IT_operations
1294,big_data_for_social_media,Data Science
1295,play_framework,Programming
1296,performing_arts,3D - Design
1297,web_performance,"Website Development (PHP, Drupal)"
1298,learning_erlang_and_otp,Programming
1299,laravel,"Website Development (PHP, Drupal)"
1300,aws,IT_operations
1301,critical_thinking,Mixed_15
1302,wellness,Mixed_15
1303,adobe_illustrator,Digital Marketing
1304,unreal_engine,Video Games - AR/VR
1305,css,Front-end development
1306,android,Mobile development
1307,gpu,IT_operations
1308,document_databases,Databases
1309,sql_server_azure,Databases
1310,data_journalism,Data Science
1311,c/c++,Programming
1312,small_business_owners,Entrepreneurship
1313,team_foundation_server,Mixed_26
1314,business_process_management,Project Management
1315,cross_mobile_development,Mobile development
1316,internet_of_things,Coding - Wearables - IoT - Hardware
1317,mobile_security,Cyber Security
1318,sql_server_reporting_services,Databases
1319,mobile_marketing,Mobile development
1320,social_media_management,Digital Marketing
1321,computer_programming,Programming
1322,apache_hive,Databases
1323,fpv,Healthcare - AI
1324,video_editing,Digital Marketing
1325,spanish_language,Mixed_20
1326,theater,3D - Design
1327,audio_engineering,Mixed_15
1328,data_quality,Data Science
1329,video_game_developers,Video Games - AR/VR
1330,infographics,Data Science
1331,publishers,Digital Marketing
1332,women_software_developers,Coding - Wearables - IoT - Hardware
1333,ajax,Front-end development
1334,prototyping,3D - Design
1335,3d,3D - Design
1336,etl,Databases
1337,graphic_design_professionals,Digital Marketing
1338,3d_projects,3D - Design
1339,clojure,Programming
1340,customer_success,Design (UI/UX)
1341,python,Programming
1342,digital_design,Digital Marketing
1343,fitness,Mixed_15
1344,collaboration_between_creative_minds,3D - Design
1345,windows_powershell,IT_operations
1346,redhat_-_openstack,IT_operations
1347,web_services,Cloud - Mixed_21
1348,mentor,"Website Development (ruby, java)"
1349,web_application,Front-end development
1350,creative_freelancers,Entrepreneurship
1351,enterprise_architecture,Mixed_20
1352,business_intelligence_in_cloud,Data Science
1353,gtug,Mobile development
1354,seed_funding,Mixed_22
1355,business_startup,Entrepreneurship
1356,user_experience,Design (UI/UX)
1357,php_women,"Website Development (PHP, Drupal)"
1358,linux_networking,IT_operations
1359,beginner_php_programming,"Website Development (PHP, Drupal)"
1360,app_developers,Mobile development
1361,social_entrepreneurship,Design (UI/UX)
1362,video_game_design,Video Games - AR/VR
1363,messaging_systems,Cloud - Mixed_21
1364,apache_lucene_and_solr_open_source_search,Databases
1365,customer_satisfaction,Design (UI/UX)
1366,london,"Website Development (ruby, java)"
1367,ruby_on_rails,"Website Development (ruby, java)"
1368,programming_languages,Programming
1369,ethical_hacker,Cyber Security
1370,business_analysis,Cloud - Mixed_21
1371,data_structures,Data Science
1372,scrum,Mixed_20
1373,twig,"Website Development (PHP, Drupal)"
1374,cross_platform_mobile_game_development,Mobile development
1375,collaboration,Entrepreneurship
1376,data_management,Data Science
1377,google_web_toolkit_(gwt),Mobile development
1378,html,Front-end development
1379,learn_coding,Programming
1380,augmented_reality,Video Games - AR/VR
1381,3d_printing,3D - Design
1382,jboss_application_server,Cloud - Mixed_21
1383,test,Mixed_26
1384,elearning,Mixed_9
1385,law_&_technology,Mixed_22
1386,crypto-anarchy,Blockchain
1387,apps,Mobile development
1388,politics,Blockchain
1389,risk_management,Cyber Security
1390,open_standards,Mixed_9
1391,sharing,Mixed_26
1392,windows_8_development,Mobile development
1393,freelance,Digital Marketing
1394,amazon.com,e-Commerce
1395,culture,"Website Development (PHP, Drupal)"
1396,internet_technology_professionals_&_startups,Mixed_9
1397,content_strategy_and_seo,Digital Marketing
1398,learn_blogging,Digital Marketing
1399,linux_kernel,IT_operations
1400,business_intelligence_data_warehousing,Data Science
1401,community_building,Coding - Wearables - IoT - Hardware
1402,entrepreneur_networking,Entrepreneurship
1403,social,Entrepreneurship
1404,sensors,Coding - Wearables - IoT - Hardware
1405,machine_intelligence,Healthcare - AI
1406,building_android_apps_with_appcelerator_titanium,Mobile development
1407,drupal_modules,"Website Development (PHP, Drupal)"
1408,leadership_development,Digital Marketing
1409,flash,Digital Marketing
1410,game_development,Video Games - AR/VR
1411,automating_web_application_testing,Mixed_26
1412,sql_azure,Databases
1413,smart_home,Coding - Wearables - IoT - Hardware
1414,the_open_web_application_security_project,Cyber Security
1415,zend_framework,"Website Development (PHP, Drupal)"
1416,maker_faire,Mixed_15
1417,tableau,Data Science
1418,social_media_analytics,Data Science
1419,functional_and_regression_testing,Mixed_26
1420,visual_thinking,Project Management
1421,google_cloud_platform,IT_operations
1422,nonprofit,Digital Marketing
1423,web_application_development,"Website Development (ruby, java)"
1424,records_management,"Website Development (PHP, Drupal)"
1425,ecommerce_workshops,e-Commerce
1426,hardware_hacks_&_gadgeteering,Mixed_15
1427,health_professionals,Mixed_15
1428,ux_and_sustainable_web_design,Design (UI/UX)
1429,social_media_marketing,Digital Marketing
1430,youtube,Digital Marketing
1431,usability_testing,Design (UI/UX)
1432,beer,Mixed_9
1433,salesforce.com,IT_operations
1434,javascript_frameworks,Front-end development
1435,meteor,Front-end development
1436,board_games,Video Games - AR/VR
1437,artificial_intelligence_applications,Data Science
1438,data_analysis_and_modeling,Data Science
1439,seo_for_magento,e-Commerce
1440,all_forms_of_javascript,Front-end development
1441,typography,Design (UI/UX)
1442,gpgpu,IT_operations
1443,"s_business_networking"",_",Mixed_9
1444,money,Blockchain
1445,ios_platform,Mobile development
1446,energy_efficiency,Mixed_15
1447,science,Coding - Wearables - IoT - Hardware
1448,magento_developers,e-Commerce
1449,payment_systems,Design (UI/UX)
1450,scala,Programming
1451,illustration,Digital Marketing
1452,creative_technologists,3D - Design
1453,industrial_design,3D - Design
1454,data_warehousing,Databases
1455,computer_vision,Healthcare - AI
1456,transmedia_storytelling_&_publishing,Video Games - AR/VR
1457,htc_vive,Video Games - AR/VR
1458,google_developer_group,Mixed_9
1459,lucene_solr_nutch_mahout_and_open_source_search,Databases
1460,education_&_technology,Coding - Wearables - IoT - Hardware
1461,founders,Mixed_22
1462,news_broadcasting,Design (UI/UX)
1463,innovation,Design (UI/UX)
1464,openshift,IT_operations
1465,mobile_design,Mobile development
1466,artificial_general_intelligence,Healthcare - AI
1467,interaction_design,Design (UI/UX)
1468,brain,Mixed_15
1469,java_virtual_machine,Programming
1470,unikernel,IT_operations
1471,health_information_technology,Healthcare - AI
1472,coding_dojos,Programming
1473,volunteering,Digital Marketing
1474,cocoa_touch,Mobile development
1475,consulting,Mixed_26
1476,django,Programming
1477,asp.net_mvc,"Website Development (ruby, java)"
1478,oracle_application_business_solutions,Cloud - Mixed_21
1479,inclusive_design,Design (UI/UX)
1480,php_framework,"Website Development (PHP, Drupal)"
1481,learning_drupal,"Website Development (PHP, Drupal)"
1482,google_adwords,Mixed_9
1483,continous_integration,Mixed_26
1484,smart_grid,Coding - Wearables - IoT - Hardware
1485,healthy_living,Mixed_15
1486,raspberrypi,Coding - Wearables - IoT - Hardware
1487,photography,3D - Design
1488,android_development_training,Mobile development
1489,music,3D - Design
1490,seo_for_small_to_medium_sized_businesses,Digital Marketing
1491,database_design_&_development,Mixed_20
1492,makerspaces,Coding - Wearables - IoT - Hardware
1493,project_management,Project Management
1494,ruby,"Website Development (ruby, java)"
1495,information_architecture,Design (UI/UX)
1496,golang_programming_language,Programming
1497,open_source_content_management,"Website Development (PHP, Drupal)"
1498,ecommerce_&_social_media,e-Commerce
1499,network_security,Cyber Security
1500,citizen_science,Mixed_15
1501,building_an_online_business,e-Commerce
1502,crisismapping,Data Science
1503,backbone.js,Front-end development
1504,freelancers_in_london,Entrepreneurship
1505,bayesian_networks,Data Science
1506,mysql,"Website Development (PHP, Drupal)"
1507,automation,Cloud - Mixed_21
1508,finance_professionals,Blockchain
1509,otp,Programming
1510,team_building,Mixed_9
1511,internet_censorship,Blockchain
1512,hpc_programming,IT_operations
1513,biotech_&_medical,Healthcare - AI
1514,frontend,Front-end development
1515,information_technology,Mixed_9
1516,telecommunications_pros,Mixed_9
1517,lisp_&_scheme,Programming
1518,virtual_worlds,Video Games - AR/VR
1519,customer_service,Design (UI/UX)
1520,management_3.0,Project Management
1521,ip_telephony,Mixed_9
1522,wearable_technologies,Coding - Wearables - IoT - Hardware
1523,project_management_methods,Project Management
1524,video_game_writing,Video Games - AR/VR
1525,open_source_frameworks,Front-end development
1526,bitcoin_miners,Blockchain
1527,agile_project_management,Mixed_20
1528,coldfusion,"Website Development (PHP, Drupal)"
